Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz),Building Height (m),Number of Stories,Structural Material,Foundation Type,Natural Frequency (Hz),Damping Ratio (%),Mass of Structure (kg),Axial Stiffness (kN/m),Bending Stiffness (kN·m²),Lateral Load Resisting System,Predicted Max Inter-Story Drift Ratio (%),Predicted Max Roof Displacement (m),Predicted Base Shear Force (kN),Predicted Structural Acceleration (m/s²),Predicted Damage Index (0–1 Scale),Predicted Collapse Probability (%)
Moderate,1.441107769,0.669889933,0.496075684,1.35363345,Soft Soil,2.792664939,7.311153012,80.60681536,2.224109561,128.002048,39,Steel,Pile,1.096986629,7.246594674,460856.6939,4648.712564,26927.05341,Moment Frame,0.417050565,1.301699595,929.4577377,2.836401083,0.562366999,56.23669986
Moderate,0.841523614,1.232555715,0.428907773,0.529823581,Clay,2.945191773,5.771433886,79.40414043,6.377145055,119.5745456,20,Steel,Deep,2.967507024,7.909390464,165941.3839,8624.688452,18863.9377,Braced Frame,0.807057271,0.621412079,4387.228246,0.654175928,0.960756285,96.0756285
Moderate,0.438650612,0.924303453,0.04958608,0.214383842,Sand,1.311037239,6.201112272,13.59093773,7.632825582,73.94202657,21,Masonry,Shallow,3.490268408,9.060143312,124796.6999,2187.731125,14037.8862,Moment Frame,4.426982873,0.750190366,2652.814229,1.871030594,0.892455458,89.24554581
Moderate,0.800845,0.412370505,0.353479626,0.555595354,Sand,2.7388546,4.963257651,40.45736319,9.861676489,99.07803672,21,Masonry,Raft,0.77791984,4.190897856,696058.326,5554.765421,29934.98063,Braced Frame,2.109805144,0.17391122,4340.579701,3.332144706,0.128591741,12.85917412
Moderate,1.051468466,0.321507842,0.173444213,1.650754003,Sand,1.522161196,7.735602692,17.84511147,1.886195839,121.4831137,18,Steel,Raft,0.789391529,9.563295276,436806.809,3884.199333,8431.983887,Moment Frame,3.110229135,1.715406494,1349.551693,1.717625671,0.310789927,31.07899271
Very High,0.206734905,1.138721796,0.004484149,1.176403747,Sand,1.048249198,6.767499586,26.21732955,7.683656405,97.13011221,21,Steel,Shallow,2.913452919,6.735518291,739914.5023,1679.707671,13064.03366,Moment Frame,2.68834284,1.188954506,903.0629301,3.318116139,0.243063192,24.30631915
Moderate,0.484585341,1.814584763,0.202337004,1.325792924,Sand,2.714054836,7.689445346,27.06137131,3.454131582,141.1710982,19,Steel,Deep,1.496459611,8.089316944,154555.2904,974.0872487,15386.99609,Moment Frame,1.95652366,0.17641905,139.1824057,1.299419377,0.572099326,57.20993261
Low,1.229751687,0.753519604,0.118142456,0.537158997,Clay,2.199432396,5.620245862,56.06740301,1.838702009,89.57090196,4,Masonry,Pile,2.083515691,7.297921391,629372.2705,5780.778154,30787.53843,Shear Wall,2.000301059,1.611013903,514.6300656,3.633913225,0.802799432,80.27994315
High,0.743530819,1.492700204,0.409615766,1.322959864,Clay,1.162407971,5.959972029,41.72968224,4.271631718,44.44327044,13,Masonry,Pile,2.123592549,2.850145528,471141.4537,697.1143005,19289.49299,Moment Frame,2.821778529,0.893789585,779.9794942,1.861988912,0.759411447,75.94114469
Moderate,0.865207999,1.351456574,0.169327974,0.147806561,Sand,1.745628767,6.003969018,94.8255476,7.95897553,46.71708765,18,Concrete,Shallow,1.057053725,1.642945447,105098.7217,1482.738109,25783.38171,Shear Wall,0.791594827,1.532551687,440.3350338,3.973358227,0.726749132,72.67491323
Moderate,0.705942403,1.869954337,0.413934323,0.738046288,Soft Soil,1.431966929,4.615840844,13.51064405,4.702013057,6.131734924,29,Concrete,Pile,0.20631024,7.536578176,567561.8794,3801.860671,32871.47492,Braced Frame,1.997569297,0.035113526,4489.552511,0.769780582,0.375264876,37.52648757
Very High,0.16145992,1.659863933,0.001298371,1.165480693,Rock,2.420948051,6.034715428,97.39552135,5.421478692,63.68675453,25,Steel,Deep,4.295128688,5.59947401,128664.061,913.4417609,47857.30844,Moment Frame,2.29018029,0.067191997,4561.619624,1.873691952,0.139636882,13.96368816
Moderate,0.332049692,1.176549992,0.154601756,0.348364161,Sand,1.797515707,8.114870581,23.83322538,9.952078161,151.0389399,13,Composite,Deep,3.632009451,7.319920316,836333.7604,4304.229651,38477.03246,Braced Frame,4.927118496,0.349858088,4689.945228,2.373269023,0.210583554,21.05835536
Moderate,0.723758294,1.348357947,0.121341442,1.499106077,Soft Soil,2.976415879,8.537843231,77.5145197,4.051182066,159.8617282,27,Composite,Shallow,3.514585079,5.291585235,650359.5921,1738.46773,20857.58225,Braced Frame,1.82212837,0.429723947,4801.311141,2.17684307,0.74167746,74.16774596
Moderate,0.392859652,1.806934287,0.117550113,0.499553208,Rock,0.920438961,6.83198242,34.55802269,6.192467472,44.48117071,19,Masonry,Deep,2.823224663,3.810110684,579119.1571,3823.794362,37665.49335,Moment Frame,3.25843659,1.530271505,2484.583275,2.222163072,0.147534339,14.75343391
Very High,0.16997064,0.859085691,0.035025123,1.208877892,Sand,1.581033585,6.549757628,15.16505815,3.715917596,192.0135794,49,Masonry,Raft,3.564654342,3.565161183,176795.5542,8016.017027,47535.01487,Shear Wall,0.773335949,1.416321386,2673.621952,2.279536333,0.222946705,22.29467049
Moderate,1.28110953,0.720909941,0.094375011,0.788835142,Sand,1.860180368,4.638710784,85.93102934,3.988577899,102.9685447,1,Masonry,Shallow,4.691304212,7.574789178,323084.2578,6450.461273,25469.64674,Moment Frame,0.420858771,1.236015357,697.6106214,4.945137274,0.424552653,42.45526529
High,1.473669541,0.120541059,0.278219235,1.113274112,Clay,1.90689382,8.456419519,31.57722902,6.986843459,183.8108561,38,Steel,Deep,3.395233934,3.491020733,518232.1023,4731.310239,21114.34972,Braced Frame,4.370555869,1.770869204,728.4075869,1.046469806,0.072112431,7.211243069
Very High,1.210400024,1.670447041,0.146389175,0.282665939,Rock,1.495058809,4.55854596,66.22668502,9.385081063,142.81923,19,Composite,Shallow,1.472438729,7.432091838,651619.338,1372.416425,4822.916251,Braced Frame,3.680601022,0.501826079,3875.144371,3.866452769,0.212692061,21.26920608
High,1.29529889,1.621863331,0.209279996,0.12875176,Rock,2.404328548,8.751375361,57.07792482,5.46935361,145.8745175,1,Concrete,Pile,2.938688248,4.455641137,224069.1828,6381.921763,44726.14816,Moment Frame,1.655746509,1.809765759,4285.858967,2.803765027,0.149768127,14.97681273
Very High,0.438767982,0.298463584,0.189056573,1.646259527,Soft Soil,2.724443562,6.701473119,47.70387463,7.707159297,21.58350615,40,Steel,Deep,2.323157136,7.938085639,58422.96423,2055.241699,13075.27976,Shear Wall,2.572432214,1.819847428,3934.336432,2.126779249,0.951321783,95.13217829
Moderate,1.444877766,1.196029024,0.438076558,0.558371015,Clay,2.865182464,6.038705221,50.08612779,0.983144932,47.89826974,17,Concrete,Raft,2.870811829,2.285289332,377522.1779,1227.570267,4133.936944,Shear Wall,0.765146504,0.874176923,4181.150532,3.204290714,0.191525886,19.15258855
High,0.375695986,0.981565227,0.452744201,1.493450905,Clay,2.571205429,8.658982957,73.4915535,2.190464571,6.718892492,21,Concrete,Deep,2.684530292,2.844819489,508727.8818,6807.962166,27322.97084,Braced Frame,3.565085441,0.197828539,1419.023061,4.282304071,0.86176971,86.17697102
Very High,1.432001735,0.325547281,0.246985529,1.798895511,Clay,2.671276434,4.609759469,9.689518498,5.071103245,144.6448899,22,Steel,Shallow,4.322121369,7.173204451,225211.8303,9164.569029,42449.08265,Braced Frame,0.444619901,1.455854217,2357.025632,2.386527983,0.114798191,11.47981913
Low,1.492747012,1.963079631,0.165747819,0.459433139,Clay,2.011199661,7.116412027,67.14988553,0.298116064,72.16546624,15,Concrete,Shallow,3.328640496,6.042080082,517557.2306,4875.637649,20925.11773,Shear Wall,3.809461979,0.680488059,2323.036948,4.337526708,0.869673132,86.96731323
Moderate,1.096411928,0.507922186,0.054293551,0.55079026,Rock,2.616954098,6.97019636,89.68539804,2.60326429,158.3972406,39,Composite,Deep,1.106040694,2.834905084,371561.5656,889.4611508,39370.30604,Moment Frame,2.7794989,1.59190974,4976.652846,0.559611841,0.599433786,59.94337863
Very High,1.473601225,0.227744942,0.476748037,1.226861639,Rock,1.4677086,5.486941805,6.721031505,5.222272769,71.09256289,48,Concrete,Raft,0.502480539,9.125443106,482335.1828,8862.828315,41983.40436,Braced Frame,1.466367597,0.335743665,4748.4312,3.300112688,0.849705923,84.97059232
Low,0.897355691,1.230210021,0.031053246,1.741262679,Sand,1.676653277,6.429993441,14.92468058,0.248115863,164.7700817,39,Composite,Raft,2.236946186,3.483497327,380084.863,1136.250778,23265.77438,Shear Wall,4.326614335,1.083635076,3012.506227,1.7325823,0.867348689,86.73486885
Very High,0.463358496,1.503846687,0.149527489,1.656884392,Sand,1.49720863,7.435188027,71.94656173,2.719008234,30.48615948,32,Composite,Raft,0.274930987,4.789642584,647044.4573,8741.375806,29956.79823,Braced Frame,4.931752165,1.021066723,732.967009,1.994905104,0.596373531,59.63735307
Low,0.71179424,0.161642547,0.149735034,0.954888384,Clay,1.828252138,7.772090386,44.29088318,5.188905113,38.80776557,49,Composite,Shallow,1.727827452,2.820591477,90752.16044,4222.284046,27161.70263,Moment Frame,1.346310596,0.209625836,1330.050391,2.897996779,0.917694153,91.76941534
Moderate,0.93098531,1.351563514,0.160880242,1.45168748,Clay,1.428275156,4.503225864,40.95131346,5.774177555,71.47092522,4,Masonry,Deep,1.966503053,4.492248565,212360.0254,3971.248117,47020.59722,Shear Wall,4.050606133,0.733032323,1850.619697,2.451592312,0.585448291,58.54482915
High,0.202314187,1.111354564,0.082979135,0.33076795,Clay,2.915545173,8.715840435,14.55969682,9.264941761,84.65504083,44,Concrete,Pile,2.002826595,5.424820751,461113.3257,5656.575105,36549.77857,Braced Frame,3.77581495,0.178663074,4372.397715,1.970719249,0.712565078,71.25650779
Low,0.97128057,0.296203517,0.391797554,1.761644913,Sand,1.488258182,5.240364176,51.17023403,6.48892167,72.99704811,45,Steel,Shallow,4.900880117,3.657223491,388481.8798,9592.305766,46341.79773,Moment Frame,3.761231593,0.934833216,894.6306625,1.610784767,0.416080477,41.60804772
Very High,1.473648971,0.427795366,0.062126433,1.739400498,Soft Soil,1.015697984,5.551111954,13.52798581,4.205884445,153.9111713,32,Steel,Raft,1.658724209,7.921843059,422050.3582,9038.035178,11780.48893,Braced Frame,4.790454496,1.687380072,1137.747237,3.129744981,0.914067694,91.40676945
Moderate,0.36615071,1.179151165,0.317818423,0.378339228,Soft Soil,1.958997765,5.685630506,48.18542517,9.310476654,23.90552156,4,Concrete,Deep,1.473091978,4.545396808,813572.6601,4968.135839,16201.60574,Moment Frame,2.484423752,0.547707479,1779.454224,2.577340294,0.824162539,82.41625389
Low,1.209633163,0.663079466,0.062799167,0.609019312,Sand,0.925617973,4.670190614,76.5979146,7.870341536,73.48731883,1,Masonry,Raft,0.821028469,7.56559,892015.0753,7110.320695,4474.760186,Moment Frame,3.403423399,1.532075355,4638.205434,1.684214715,0.166713112,16.67131116
Very High,1.371058311,1.882799884,0.036197283,0.270263496,Sand,1.043194966,5.053734556,26.56817143,2.080088319,168.2617999,33,Masonry,Pile,2.652842411,2.863649579,286235.3443,6014.077897,25495.48988,Shear Wall,4.136999082,0.375020557,2543.869849,1.104308993,0.57638785,57.63878502
Very High,1.42118223,1.655606436,0.454805322,0.561919918,Sand,1.282656656,8.938574653,48.59783065,1.395339377,18.02543007,7,Composite,Raft,0.93763667,4.393319471,844571.5073,7087.885001,43822.26029,Moment Frame,2.449728581,1.350732506,3251.838381,3.89489416,0.896827329,89.68273291
Very High,1.444189846,1.968777692,0.095874254,1.487124842,Sand,1.82157055,5.918475318,99.20958097,6.790535194,188.756984,9,Concrete,Raft,3.158214621,1.0725246,485850.372,8378.610871,17015.48816,Braced Frame,2.459012894,1.831919426,1966.75536,4.01860313,0.793064494,79.30644937
Low,0.830043494,0.593374594,0.410803827,0.743136532,Sand,1.753152051,5.018854907,68.97839191,5.642843339,197.3317842,1,Concrete,Pile,0.944766939,7.827738255,310129.5883,827.6913743,7285.823241,Moment Frame,1.661408295,0.654616882,983.18445,1.147561822,0.962552781,96.25527807
Low,1.468231071,1.942474902,0.272770805,0.250274844,Sand,2.559322096,4.981460675,84.29432036,7.917768777,22.2707939,16,Steel,Deep,2.968031925,6.632979799,986183.2675,3594.718612,4353.866492,Moment Frame,3.926045993,1.80181916,1152.86266,1.382080165,0.231301687,23.13016869
Low,1.16023429,0.919344353,0.039850403,0.681783392,Clay,2.426844239,7.737569855,42.06991305,7.414169996,61.79814184,18,Concrete,Shallow,4.166092348,8.360409924,833561.7019,9613.626528,22927.51335,Shear Wall,3.46235932,1.015787644,4023.222541,1.27180081,0.367459633,36.74596331
High,0.326340011,0.760285711,0.477768648,1.768351668,Clay,1.737900247,8.345558988,77.01823139,6.289594185,77.61812988,47,Masonry,Deep,0.404118241,5.100497093,994540.6531,9518.694931,9037.065487,Moment Frame,2.310585508,0.640442215,4472.73609,4.434391753,0.507191888,50.7191888
Low,0.767660149,0.195664101,0.124233622,1.170462112,Clay,1.534149257,5.656285348,5.010408121,9.865183499,156.3963169,6,Concrete,Pile,2.21478548,8.197665793,209781.2452,606.5984548,17959.09742,Moment Frame,2.154749621,1.794051388,2490.724497,3.893238867,0.23266917,23.266917
Low,1.105663646,0.20025399,0.429963027,0.807473609,Clay,1.496231325,4.594092806,13.16820707,5.382538328,121.2057284,2,Steel,Raft,2.413035043,6.828242898,186650.5403,2413.681234,41179.0106,Braced Frame,0.455689252,0.073754161,1817.122911,0.465410264,0.394045255,39.40452552
Low,0.446276442,1.414821386,0.085236193,0.383115473,Sand,2.502789192,5.503905083,21.1039887,1.219746989,130.6513116,9,Composite,Deep,3.997146289,1.032516393,528209.0553,9940.815402,19818.32176,Shear Wall,0.131855619,0.065757514,4048.783926,4.180063154,0.537539204,53.75392044
High,0.996861257,0.970065089,0.427117498,1.776500555,Soft Soil,0.914559294,4.754320609,40.79324054,8.299908292,152.7144154,4,Steel,Shallow,2.445995033,3.283248656,656711.572,5181.838221,30883.67499,Shear Wall,2.691580436,1.203660912,3381.819137,0.280573922,0.191339203,19.1339203
Low,1.033240671,0.530391089,0.007601178,1.495443316,Rock,0.828207629,4.965277215,84.72874295,2.593348287,28.00590489,45,Steel,Pile,2.924171775,5.44502217,212507.0879,5942.227038,25605.84274,Shear Wall,2.145714977,1.595533927,252.3261886,1.340678976,0.256687819,25.66878187
Very High,0.327779641,1.266543582,0.256378448,0.578511414,Sand,2.550197662,6.441786539,35.28033903,7.795291267,167.4758441,23,Composite,Deep,3.997780417,6.568186147,867409.1347,2080.991762,36208.13136,Moment Frame,4.000580124,1.505577152,1786.167449,4.603057782,0.1248425,12.48424998
Low,0.891119437,0.580430425,0.384951847,0.219116783,Rock,1.849722027,5.534632669,65.80749816,9.57536025,142.5958618,43,Steel,Shallow,2.886840766,1.590317782,555412.8047,8996.188283,8652.08299,Shear Wall,2.759004876,0.168144312,3426.756242,4.335223344,0.71338141,71.33814099
Very High,1.180277675,1.197500333,0.467462963,0.196263448,Soft Soil,1.087938505,6.821756453,71.22211519,6.998275588,117.5816364,45,Steel,Pile,1.919837185,7.345719354,440394.7416,2697.010847,46101.61079,Moment Frame,4.689859613,1.900999875,2889.71511,3.929029122,0.361551927,36.15519265
Very High,0.79845393,0.782496619,0.454691866,0.304642854,Clay,1.318245056,5.64072189,59.03205305,6.000698593,178.4983903,43,Concrete,Shallow,0.612042933,5.891824879,621950.9893,2301.652485,32538.00708,Moment Frame,1.061089914,1.40909644,4891.433179,2.341981423,0.220266153,22.02661532
Very High,0.116944363,1.664749231,0.40999281,1.087306592,Soft Soil,2.851508697,8.732417855,36.36695485,4.657823139,141.559739,8,Concrete,Pile,3.703595022,5.732013761,653206.0273,2667.162832,14276.73285,Braced Frame,4.951736668,1.898732987,4337.271122,1.674929095,0.507324149,50.73241492
High,0.112653857,1.659322705,0.444207483,1.678897816,Sand,2.690906546,8.576747856,58.12828083,3.707657673,44.33149271,39,Composite,Raft,4.381463121,3.628410023,90644.11693,9236.406175,7039.431699,Braced Frame,1.559804052,0.66490454,345.7051084,4.419574604,0.068249306,6.824930569
High,0.599841082,1.006965756,0.100410623,0.944463828,Clay,2.36152711,7.050627473,34.88429369,3.594747035,88.80034931,25,Concrete,Deep,4.856309778,6.353407895,999898.0334,7177.043718,8336.552643,Braced Frame,3.247877471,1.390938865,3642.556628,3.319663042,0.923406606,92.34066063
High,1.396671696,0.766556308,0.142807964,1.53300732,Sand,1.860895507,6.094907964,9.303500117,6.400089787,101.3383591,16,Concrete,Shallow,4.647679428,1.247436007,395723.598,7801.665748,39350.48342,Braced Frame,2.559083197,1.721278106,1714.816731,1.54799339,0.294467521,29.44675212
Low,0.420147491,0.788863613,0.145195294,0.858007254,Clay,1.944711978,6.215160969,99.28759384,7.537603858,15.76743722,35,Steel,Pile,4.027605962,1.582302975,108465.5146,4081.845403,29817.39261,Braced Frame,1.861924366,0.767123804,3426.30938,2.369659802,0.886464348,88.64643482
Very High,0.988109164,1.630857599,0.189149912,1.304592028,Rock,2.945537978,6.353335274,13.59106291,6.817318988,191.1543151,17,Masonry,Shallow,3.288665275,7.604830785,859707.016,9137.181642,19657.15625,Moment Frame,0.782614998,1.930071238,3105.261701,4.419351089,0.497620065,49.76200653
High,0.410906219,0.723541017,0.197267015,1.344183653,Rock,2.924694977,7.77410695,8.16249,2.064260002,30.07256586,18,Concrete,Shallow,3.9510087,3.897022083,993367.7453,7999.375547,17312.14146,Moment Frame,0.760687342,0.537335655,2540.098783,4.526931637,0.850150498,85.01504977
High,0.550337986,0.49721281,0.272733107,0.3957383,Rock,1.273591901,6.53237548,87.97454417,4.990473083,141.0049471,27,Masonry,Deep,2.274001822,4.122703681,825540.5838,7630.674944,42932.14222,Shear Wall,3.586378554,0.638071116,4272.100294,3.33058026,0.247064441,24.70644408
Low,1.287258925,0.26090785,0.080780002,0.7140673,Soft Soil,2.584430046,8.355284759,30.88163143,7.937236715,103.715052,15,Concrete,Raft,3.054925831,2.875466829,859288.3654,9723.932695,43863.36367,Moment Frame,1.950442777,1.841453867,3558.014808,3.689523718,0.175270602,17.52706022
High,1.120406019,0.98671693,0.345932085,1.183413666,Sand,1.233933866,8.748426537,65.37940043,4.809470374,9.998288727,17,Concrete,Shallow,1.873759084,5.010586229,644638.3585,3978.869893,29481.83988,Moment Frame,4.810360073,1.939622896,4453.297817,0.292559383,0.849411803,84.94118032
Low,0.233558988,1.016050988,0.084615703,0.220184234,Soft Soil,1.269782451,6.01175769,33.57156724,5.412570469,185.3257578,43,Composite,Pile,1.768204232,1.467940883,926209.2993,6304.249645,26702.65922,Braced Frame,1.695677584,0.577539539,1443.938558,3.062542487,0.212923882,21.29238824
Moderate,0.700182829,1.69772655,0.155843933,0.714618319,Rock,2.287404675,7.023125166,39.75397281,7.734246877,171.1081777,5,Composite,Pile,3.832120512,3.703269012,83951.62414,9144.33214,41005.95406,Moment Frame,4.919266237,0.281416179,1773.231247,3.476063585,0.746195349,74.61953493
High,0.140837669,0.520353523,0.25216922,1.009159093,Sand,1.691002417,4.927754416,26.94918423,6.646526532,107.2302959,16,Composite,Raft,2.378877355,5.744115296,778387.6698,8013.44496,37717.42381,Braced Frame,1.106573957,1.520520265,3128.659182,0.199848021,0.344583795,34.45837947
Moderate,0.773246205,0.82388342,0.39842384,1.793581638,Rock,2.849397696,5.402110715,34.96135657,4.152514717,49.64375555,15,Masonry,Pile,1.218374062,5.190687294,687174.7169,5852.100103,20615.93398,Shear Wall,0.603790493,1.86003388,4833.998965,4.234909041,0.748193726,74.81937264
Low,1.027407616,1.635970904,0.369995147,0.906707056,Soft Soil,0.995821417,6.36059595,41.65933966,8.964585841,28.71646368,42,Steel,Raft,1.169303177,9.997026788,97105.722,1224.030005,5054.195553,Shear Wall,1.631591694,1.205420151,1889.331392,4.648596557,0.907646266,90.7646266
